xintercept	showSelected2
92.3246865	26
95.3109385	26
23.614224	27
31.11274	27
31.7791885	27
32.6074345	27
33.5180105	27
34.478996	27
37.8441845	27
40.188689	27
40.5834915	27
43.9193175	27
45.116335	27
47.0335785	27
48.5950815	27
49.255324	27
66.518451	27
66.7553	27
70.376454	27
75.474424	27
77.355311	27
78.808361	27
88.4705645	27
90.014321	27
91.134866	27
91.3432655	27
91.5738145	27
92.3246865	27
95.3109385	27
23.614224	28
25.4296315	28
31.11274	28
31.7791885	28
32.6074345	28
33.5180105	28
34.478996	28
37.8441845	28
40.188689	28
40.5834915	28
43.9193175	28
45.116335	28
47.0335785	28
48.5950815	28
49.255324	28
66.518451	28
66.7553	28
70.376454	28
75.474424	28
77.355311	28
78.808361	28
88.4705645	28
90.014321	28
91.134866	28
91.3432655	28
91.5738145	28
92.3246865	28
95.3109385	28
23.614224	29
25.4296315	29
31.11274	29
31.7791885	29
32.6074345	29
33.5180105	29
34.478996	29
37.8441845	29
40.188689	29
40.5834915	29
43.9193175	29
45.116335	29
47.0335785	29
48.5950815	29
49.255324	29
66.518451	29
66.7553	29
70.376454	29
75.474424	29
77.355311	29
78.808361	29
81.1729065	29
88.4705645	29
90.014321	29
91.134866	29
91.3432655	29
91.5738145	29
92.3246865	29
95.3109385	29
23.614224	30
25.4296315	30
31.11274	30
31.7791885	30
32.6074345	30
33.5180105	30
34.478996	30
37.8441845	30
40.188689	30
40.5834915	30
43.9193175	30
45.116335	30
47.0335785	30
48.5950815	30
49.255324	30
56.5810225	30
57.768048	30
66.518451	30
66.7553	30
70.376454	30
75.474424	30
77.355311	30
78.808361	30
88.4705645	30
90.014321	30
91.134866	30
91.3432655	30
91.5738145	30
92.3246865	30
95.3109385	30
23.614224	31
25.4296315	31
31.11274	31
31.7791885	31
32.6074345	31
33.5180105	31
34.478996	31
37.8441845	31
40.188689	31
40.5834915	31
43.9193175	31
45.116335	31
47.0335785	31
48.5950815	31
49.255324	31
56.5810225	31
57.768048	31
66.518451	31
66.7553	31
70.376454	31
75.474424	31
77.355311	31
78.808361	31
81.1729065	31
88.4705645	31
90.014321	31
91.134866	31
91.3432655	31
91.5738145	31
92.3246865	31
95.3109385	31
23.614224	32
25.4296315	32
31.11274	32
31.7791885	32
32.6074345	32
33.5180105	32
34.478996	32
37.8441845	32
40.188689	32
40.5834915	32
40.8942915	32
43.9193175	32
45.116335	32
47.0335785	32
48.5950815	32
49.255324	32
56.5810225	32
57.768048	32
66.518451	32
66.7553	32
70.376454	32
75.474424	32
77.355311	32
78.808361	32
81.1729065	32
88.4705645	32
90.014321	32
91.134866	32
91.3432655	32
91.5738145	32
92.3246865	32
95.3109385	32
23.614224	33
25.4296315	33
30.1565285	33
31.11274	33
31.7791885	33
32.6074345	33
33.5180105	33
34.478996	33
37.8441845	33
40.188689	33
40.5834915	33
40.8942915	33
43.9193175	33
45.116335	33
47.0335785	33
48.5950815	33
49.255324	33
56.5810225	33
57.768048	33
66.518451	33
66.7553	33
70.376454	33
75.474424	33
77.355311	33
78.808361	33
81.1729065	33
88.4705645	33
90.014321	33
91.134866	33
91.3432655	33
91.5738145	33
92.3246865	33
95.3109385	33
23.614224	34
25.4296315	34
31.11274	34
31.7791885	34
32.6074345	34
33.5180105	34
34.478996	34
37.8441845	34
40.188689	34
40.5834915	34
43.9193175	34
45.116335	34
47.0335785	34
48.5950815	34
49.255324	34
56.5810225	34
57.768048	34
66.518451	34
66.7553	34
70.376454	34
75.474424	34
77.355311	34
78.808361	34
81.1729065	34
88.4705645	34
90.014321	34
91.134866	34
91.3432655	34
91.5738145	34
92.3246865	34
95.3109385	34
97.740783	34
99.249243	34
100.9978605	34
23.614224	35
25.4296315	35
31.11274	35
31.7791885	35
32.6074345	35
33.5180105	35
34.478996	35
37.8441845	35
40.188689	35
40.5834915	35
40.8942915	35
43.9193175	35
45.116335	35
47.0335785	35
48.5950815	35
49.255324	35
56.5810225	35
57.768048	35
66.518451	35
66.7553	35
70.376454	35
75.474424	35
77.355311	35
78.808361	35
81.1729065	35
88.4705645	35
90.014321	35
91.134866	35
91.3432655	35
91.5738145	35
92.3246865	35
95.3109385	35
97.740783	35
99.249243	35
100.9978605	35
23.614224	36
25.4296315	36
30.1565285	36
31.11274	36
31.7791885	36
32.6074345	36
33.5180105	36
34.478996	36
37.8441845	36
40.188689	36
40.5834915	36
40.8942915	36
43.9193175	36
45.116335	36
47.0335785	36
48.5950815	36
49.255324	36
56.5810225	36
57.768048	36
66.518451	36
66.7553	36
70.376454	36
75.474424	36
77.355311	36
78.808361	36
81.1729065	36
88.4705645	36
90.014321	36
91.134866	36
91.3432655	36
91.5738145	36
92.3246865	36
95.3109385	36
97.740783	36
99.249243	36
100.9978605	36
23.614224	37
25.4296315	37
30.1565285	37
31.0877885	37
31.11274	37
31.7791885	37
32.6074345	37
33.5180105	37
34.478996	37
37.8441845	37
40.188689	37
40.5834915	37
40.8942915	37
43.9193175	37
45.116335	37
47.0335785	37
48.5950815	37
49.255324	37
56.5810225	37
57.768048	37
66.518451	37
66.7553	37
70.376454	37
75.474424	37
77.355311	37
78.808361	37
81.1729065	37
88.4705645	37
90.014321	37
91.134866	37
91.3432655	37
91.5738145	37
92.3246865	37
95.3109385	37
97.740783	37
99.249243	37
100.9978605	37
23.614224	38
25.4296315	38
30.1565285	38
31.11274	38
31.7791885	38
32.6074345	38
33.5180105	38
34.478996	38
37.8441845	38
40.188689	38
40.5834915	38
40.8942915	38
43.9193175	38
45.116335	38
47.0335785	38
48.5950815	38
49.255324	38
56.5810225	38
57.768048	38
66.518451	38
66.7553	38
70.376454	38
72.3443695	38
72.697205	38
75.474424	38
77.355311	38
78.808361	38
81.1729065	38
88.4705645	38
90.014321	38
91.134866	38
91.3432655	38
91.5738145	38
92.3246865	38
95.3109385	38
97.740783	38
99.249243	38
100.9978605	38
23.614224	39
25.4296315	39
30.1565285	39
31.0877885	39
31.11274	39
31.7791885	39
32.6074345	39
33.5180105	39
34.478996	39
37.8441845	39
40.188689	39
40.5834915	39
40.8942915	39
43.9193175	39
45.116335	39
47.0335785	39
48.5950815	39
49.255324	39
56.5810225	39
57.768048	39
66.518451	39
66.7553	39
70.376454	39
72.3443695	39
72.697205	39
75.474424	39
77.355311	39
78.808361	39
81.1729065	39
88.4705645	39
90.014321	39
91.134866	39
91.3432655	39
91.5738145	39
92.3246865	39
95.3109385	39
97.740783	39
99.249243	39
100.9978605	39
23.614224	40
25.4296315	40
30.1565285	40
31.11274	40
31.7791885	40
32.6074345	40
33.5180105	40
34.478996	40
37.8441845	40
40.188689	40
40.5834915	40
40.8942915	40
43.9193175	40
45.116335	40
47.0335785	40
48.5950815	40
49.255324	40
56.5810225	40
57.768048	40
60.5572015	40
63.0709885	40
66.518451	40
66.7553	40
70.376454	40
72.3443695	40
72.697205	40
75.474424	40
77.355311	40
78.808361	40
81.1729065	40
88.4705645	40
90.014321	40
91.134866	40
91.3432655	40
91.5738145	40
92.3246865	40
95.3109385	40
97.740783	40
99.249243	40
100.9978605	40
23.614224	41
25.4296315	41
30.1565285	41
31.0877885	41
31.11274	41
31.7791885	41
32.6074345	41
33.5180105	41
34.478996	41
37.8441845	41
40.188689	41
40.5834915	41
40.8942915	41
43.9193175	41
45.116335	41
47.0335785	41
48.5950815	41
49.255324	41
56.5810225	41
57.768048	41
60.5572015	41
63.0709885	41
66.518451	41
66.7553	41
70.376454	41
72.3443695	41
72.697205	41
75.474424	41
77.355311	41
78.808361	41
81.1729065	41
88.4705645	41
90.014321	41
91.134866	41
91.3432655	41
91.5738145	41
92.3246865	41
95.3109385	41
97.740783	41
99.249243	41
100.9978605	41
23.614224	42
25.4296315	42
30.1565285	42
31.0877885	42
31.11274	42
31.7791885	42
32.6074345	42
33.5180105	42
34.478996	42
37.8441845	42
40.188689	42
40.5834915	42
40.8942915	42
43.9193175	42
45.116335	42
47.0335785	42
48.5950815	42
49.255324	42
56.5810225	42
57.768048	42
60.5572015	42
63.0709885	42
66.518451	42
66.7553	42
70.376454	42
71.7118565	42
72.3443695	42
72.697205	42
75.474424	42
77.355311	42
78.808361	42
81.1729065	42
88.4705645	42
90.014321	42
91.134866	42
91.3432655	42
91.5738145	42
92.3246865	42
95.3109385	42
97.740783	42
99.249243	42
100.9978605	42
23.614224	43
25.4296315	43
30.1565285	43
31.0877885	43
31.11274	43
31.7791885	43
32.6074345	43
33.5180105	43
34.478996	43
37.8441845	43
40.188689	43
40.5834915	43
40.8942915	43
43.9193175	43
45.116335	43
47.0335785	43
48.5950815	43
49.255324	43
56.5810225	43
57.768048	43
60.5572015	43
63.0709885	43
66.518451	43
66.7553	43
66.9158425	43
70.376454	43
71.7118565	43
72.3443695	43
72.697205	43
75.474424	43
77.355311	43
78.808361	43
81.1729065	43
88.4705645	43
90.014321	43
91.134866	43
91.3432655	43
91.5738145	43
92.3246865	43
95.3109385	43
97.740783	43
99.249243	43
100.9978605	43
23.614224	44
25.4296315	44
30.1565285	44
31.0877885	44
31.11274	44
31.7791885	44
32.6074345	44
33.5180105	44
34.478996	44
37.8441845	44
40.188689	44
40.5834915	44
40.8942915	44
43.9193175	44
45.116335	44
47.0335785	44
48.5950815	44
49.255324	44
56.5810225	44
57.768048	44
60.5572015	44
63.0709885	44
66.518451	44
66.7553	44
66.9158425	44
70.376454	44
71.7118565	44
72.3443695	44
72.697205	44
73.0510975	44
75.474424	44
77.355311	44
78.808361	44
81.1729065	44
88.4705645	44
90.014321	44
91.134866	44
91.3432655	44
91.5738145	44
92.3246865	44
95.3109385	44
97.740783	44
99.249243	44
100.9978605	44
23.614224	45
25.4296315	45
30.1565285	45
31.0877885	45
31.11274	45
31.7791885	45
32.6074345	45
33.5180105	45
34.478996	45
37.8441845	45
40.188689	45
40.5834915	45
40.8942915	45
43.9193175	45
45.116335	45
47.0335785	45
48.5950815	45
49.255324	45
56.5810225	45
57.768048	45
60.5572015	45
63.0709885	45
66.518451	45
66.7553	45
66.9158425	45
70.376454	45
71.7118565	45
72.3443695	45
72.697205	45
73.0510975	45
75.474424	45
77.355311	45
78.808361	45
81.1729065	45
88.4705645	45
90.014321	45
91.134866	45
91.3432655	45
91.5738145	45
92.3246865	45
93.910496	45
95.3109385	45
97.740783	45
99.249243	45
100.9978605	45
23.614224	46
25.4296315	46
30.1565285	46
31.0877885	46
31.11274	46
31.7791885	46
32.6074345	46
33.5180105	46
34.478996	46
37.8441845	46
40.188689	46
40.5834915	46
40.8942915	46
43.9193175	46
45.116335	46
47.0335785	46
48.5950815	46
49.255324	46
50.718864	46
55.1419565	46
56.5810225	46
57.768048	46
60.5572015	46
63.0709885	46
66.518451	46
66.7553	46
66.9158425	46
70.376454	46
71.7118565	46
72.3443695	46
72.697205	46
73.0510975	46
75.474424	46
77.355311	46
78.808361	46
81.1729065	46
88.4705645	46
90.014321	46
91.134866	46
91.3432655	46
91.5738145	46
92.3246865	46
95.3109385	46
97.740783	46
99.249243	46
100.9978605	46
23.614224	47
25.4296315	47
30.1565285	47
31.0877885	47
31.11274	47
31.7791885	47
32.6074345	47
33.5180105	47
34.478996	47
37.8441845	47
40.188689	47
40.5834915	47
40.8942915	47
43.9193175	47
45.116335	47
47.0335785	47
48.5950815	47
49.255324	47
50.718864	47
55.1419565	47
56.5810225	47
57.768048	47
60.5572015	47
63.0709885	47
66.518451	47
66.7553	47
66.9158425	47
70.376454	47
71.7118565	47
72.3443695	47
72.697205	47
73.0510975	47
75.474424	47
77.355311	47
78.808361	47
81.1729065	47
88.4705645	47
90.014321	47
91.134866	47
91.3432655	47
91.5738145	47
92.3246865	47
93.910496	47
95.3109385	47
97.740783	47
99.249243	47
100.9978605	47
23.614224	48
25.4296315	48
30.1565285	48
31.0877885	48
31.11274	48
31.7791885	48
32.6074345	48
33.5180105	48
34.478996	48
37.8441845	48
40.188689	48
40.5834915	48
40.8942915	48
43.9193175	48
45.116335	48
47.0335785	48
48.5950815	48
49.255324	48
50.718864	48
55.1419565	48
56.5810225	48
57.768048	48
60.5572015	48
63.0709885	48
66.518451	48
66.7553	48
66.9158425	48
70.376454	48
71.7118565	48
72.3443695	48
72.697205	48
73.0510975	48
75.474424	48
77.355311	48
78.808361	48
81.1729065	48
85.078935	48
88.4705645	48
90.014321	48
91.134866	48
91.3432655	48
91.5738145	48
92.3246865	48
93.910496	48
95.3109385	48
97.740783	48
99.249243	48
100.9978605	48
23.614224	49
25.4296315	49
30.1565285	49
31.0877885	49
31.11274	49
31.7791885	49
32.6074345	49
33.5180105	49
34.478996	49
37.8441845	49
40.188689	49
40.5834915	49
40.8942915	49
42.2162185	49
43.4557495	49
43.9193175	49
45.116335	49
47.0335785	49
48.5950815	49
49.255324	49
50.718864	49
55.1419565	49
56.5810225	49
57.768048	49
60.5572015	49
63.0709885	49
66.518451	49
66.7553	49
66.9158425	49
70.376454	49
71.7118565	49
72.3443695	49
72.697205	49
73.0510975	49
75.474424	49
77.355311	49
78.808361	49
81.1729065	49
88.4705645	49
90.014321	49
91.134866	49
91.3432655	49
91.5738145	49
92.3246865	49
93.910496	49
95.3109385	49
97.740783	49
99.249243	49
100.9978605	49
23.614224	50
25.4296315	50
30.1565285	50
31.0877885	50
31.11274	50
31.7791885	50
32.6074345	50
33.5180105	50
34.478996	50
37.8441845	50
40.188689	50
40.5834915	50
40.8942915	50
42.2162185	50
43.4557495	50
43.9193175	50
45.116335	50
47.0335785	50
48.5950815	50
49.255324	50
50.718864	50
55.1419565	50
56.5810225	50
57.768048	50
60.5572015	50
63.0709885	50
66.518451	50
66.7553	50
66.9158425	50
70.376454	50
71.7118565	50
72.3443695	50
72.697205	50
73.0510975	50
75.474424	50
77.355311	50
78.808361	50
81.1729065	50
85.078935	50
88.4705645	50
90.014321	50
91.134866	50
91.3432655	50
91.5738145	50
92.3246865	50
93.910496	50
95.3109385	50
97.740783	50
99.249243	50
100.9978605	50
23.614224	51
25.4296315	51
30.1565285	51
31.0877885	51
31.11274	51
31.7791885	51
32.6074345	51
33.5180105	51
34.478996	51
37.8441845	51
40.188689	51
40.5834915	51
40.8942915	51
42.2162185	51
43.4557495	51
43.9193175	51
45.116335	51
47.0335785	51
48.57638	51
48.5950815	51
49.255324	51
50.718864	51
55.1419565	51
56.5810225	51
57.768048	51
60.5572015	51
63.0709885	51
66.518451	51
66.7553	51
66.9158425	51
70.376454	51
71.7118565	51
72.3443695	51
72.697205	51
73.0510975	51
75.474424	51
77.355311	51
78.808361	51
81.1729065	51
85.078935	51
88.4705645	51
90.014321	51
91.134866	51
91.3432655	51
91.5738145	51
92.3246865	51
93.910496	51
95.3109385	51
97.740783	51
99.249243	51
100.9978605	51
23.614224	52
25.4296315	52
30.1565285	52
31.0877885	52
31.11274	52
31.7791885	52
32.6074345	52
33.5180105	52
34.478996	52
37.8441845	52
40.188689	52
40.5834915	52
40.8942915	52
42.2162185	52
43.4557495	52
43.9193175	52
45.116335	52
47.0335785	52
48.57638	52
48.5950815	52
49.255324	52
50.718864	52
55.1419565	52
56.5810225	52
57.768048	52
60.5572015	52
63.0709885	52
66.518451	52
66.7553	52
66.9158425	52
70.376454	52
71.7118565	52
72.3443695	52
72.697205	52
73.0510975	52
75.474424	52
77.355311	52
78.808361	52
79.48743	52
81.1729065	52
85.078935	52
88.4705645	52
90.014321	52
91.134866	52
91.3432655	52
91.5738145	52
92.3246865	52
93.910496	52
95.3109385	52
97.740783	52
99.249243	52
100.9978605	52
23.614224	53
25.4296315	53
30.1565285	53
31.0877885	53
31.11274	53
31.7791885	53
32.6074345	53
33.5180105	53
34.478996	53
37.8441845	53
40.188689	53
40.5834915	53
40.8942915	53
42.2162185	53
43.4557495	53
43.9193175	53
45.116335	53
47.0335785	53
48.57638	53
48.5950815	53
49.255324	53
50.718864	53
55.1419565	53
56.5810225	53
57.768048	53
60.5572015	53
63.0709885	53
66.518451	53
66.7553	53
66.9158425	53
70.376454	53
71.7118565	53
72.3443695	53
72.697205	53
73.0510975	53
74.0147585	53
75.474424	53
77.355311	53
78.808361	53
79.48743	53
81.1729065	53
85.078935	53
88.4705645	53
90.014321	53
91.134866	53
91.3432655	53
91.5738145	53
92.3246865	53
93.910496	53
95.3109385	53
97.740783	53
99.249243	53
100.9978605	53
23.614224	54
25.4296315	54
30.1565285	54
31.0877885	54
31.11274	54
31.7791885	54
32.6074345	54
33.5180105	54
34.478996	54
37.8441845	54
40.188689	54
40.5834915	54
40.8942915	54
42.2162185	54
43.4557495	54
43.9193175	54
45.116335	54
47.0335785	54
48.57638	54
48.5950815	54
49.255324	54
50.718864	54
55.1419565	54
56.5810225	54
57.768048	54
60.5572015	54
63.0709885	54
66.518451	54
66.7553	54
66.9158425	54
70.376454	54
71.7118565	54
72.3443695	54
72.697205	54
73.0510975	54
74.0147585	54
75.474424	54
77.355311	54
78.7480105	54
78.808361	54
79.48743	54
81.1729065	54
85.078935	54
88.4705645	54
90.014321	54
91.134866	54
91.3432655	54
91.5738145	54
92.3246865	54
93.910496	54
95.3109385	54
97.740783	54
99.249243	54
100.9978605	54
23.614224	55
25.4296315	55
30.1565285	55
31.0877885	55
31.11274	55
31.7791885	55
32.6074345	55
33.5180105	55
34.478996	55
37.8441845	55
40.188689	55
40.5834915	55
40.8942915	55
42.2162185	55
43.4557495	55
43.9193175	55
45.116335	55
47.0335785	55
48.57638	55
48.5950815	55
49.255324	55
50.718864	55
55.1419565	55
56.5810225	55
57.768048	55
60.5572015	55
63.0709885	55
66.518451	55
66.7553	55
66.9158425	55
70.376454	55
71.7118565	55
72.3443695	55
72.697205	55
73.0510975	55
74.0147585	55
75.474424	55
77.355311	55
78.7480105	55
78.808361	55
79.48743	55
81.1729065	55
85.078935	55
88.4705645	55
90.014321	55
91.134866	55
91.3432655	55
91.5738145	55
92.3246865	55
93.910496	55
95.3109385	55
96.3289215	55
97.740783	55
99.249243	55
100.9978605	55
23.614224	56
25.4296315	56
27.29114	56
30.1565285	56
31.0877885	56
31.11274	56
31.7791885	56
32.6074345	56
33.5180105	56
34.478996	56
37.8441845	56
40.188689	56
40.5834915	56
40.8942915	56
42.2162185	56
43.4557495	56
43.9193175	56
45.116335	56
47.0335785	56
48.57638	56
48.5950815	56
49.255324	56
50.718864	56
55.1419565	56
56.5810225	56
57.768048	56
60.5572015	56
63.0709885	56
66.518451	56
66.7553	56
66.9158425	56
70.376454	56
71.7118565	56
72.3443695	56
72.697205	56
73.0510975	56
74.0147585	56
75.474424	56
77.355311	56
78.7480105	56
78.808361	56
79.48743	56
81.1729065	56
85.078935	56
88.4705645	56
90.014321	56
91.134866	56
91.3432655	56
91.5738145	56
92.3246865	56
93.910496	56
95.3109385	56
96.3289215	56
97.740783	56
99.249243	56
100.9978605	56
23.614224	57
25.4296315	57
27.29114	57
30.1565285	57
31.0877885	57
31.11274	57
31.7791885	57
32.6074345	57
33.5180105	57
34.478996	57
37.8441845	57
40.188689	57
40.5834915	57
40.8942915	57
42.2162185	57
43.4557495	57
43.9193175	57
45.116335	57
47.0335785	57
48.57638	57
48.5950815	57
49.255324	57
50.718864	57
55.1419565	57
56.5810225	57
57.768048	57
60.5572015	57
63.0709885	57
64.941605	57
66.518451	57
66.7553	57
66.9158425	57
70.376454	57
71.7118565	57
72.3443695	57
72.697205	57
73.0510975	57
74.0147585	57
75.474424	57
77.355311	57
78.7480105	57
78.808361	57
79.48743	57
81.1729065	57
85.078935	57
88.4705645	57
90.014321	57
91.134866	57
91.3432655	57
91.5738145	57
92.3246865	57
93.910496	57
95.3109385	57
96.3289215	57
97.740783	57
99.249243	57
100.9978605	57
23.614224	58
25.4296315	58
27.29114	58
30.1565285	58
31.0877885	58
31.11274	58
31.7791885	58
32.6074345	58
33.5180105	58
34.478996	58
37.8441845	58
40.188689	58
40.5834915	58
40.761145	58
40.8942915	58
42.2162185	58
43.4557495	58
43.9193175	58
45.116335	58
47.0335785	58
48.57638	58
48.5950815	58
49.255324	58
50.718864	58
55.1419565	58
56.5810225	58
57.768048	58
60.5572015	58
63.0709885	58
64.941605	58
66.518451	58
66.7553	58
66.9158425	58
70.376454	58
71.7118565	58
72.3443695	58
72.697205	58
73.0510975	58
74.0147585	58
75.474424	58
77.355311	58
78.7480105	58
78.808361	58
79.48743	58
81.1729065	58
85.078935	58
88.4705645	58
90.014321	58
91.134866	58
91.3432655	58
91.5738145	58
92.3246865	58
93.910496	58
95.3109385	58
96.3289215	58
97.740783	58
99.249243	58
100.9978605	58
23.614224	59
25.4296315	59
27.29114	59
30.1565285	59
31.0877885	59
31.11274	59
31.7791885	59
32.6074345	59
33.5180105	59
34.478996	59
37.8441845	59
40.188689	59
40.5834915	59
40.761145	59
40.8942915	59
42.2162185	59
43.4557495	59
43.9193175	59
45.116335	59
47.0335785	59
48.57638	59
48.5950815	59
49.255324	59
50.718864	59
55.1419565	59
56.5810225	59
57.768048	59
60.5572015	59
63.0709885	59
64.941605	59
66.518451	59
66.7553	59
66.9158425	59
70.376454	59
71.7118565	59
72.3443695	59
72.697205	59
73.0510975	59
74.0147585	59
75.474424	59
77.355311	59
78.7480105	59
78.808361	59
79.48743	59
81.1729065	59
85.078935	59
87.0587685	59
88.4705645	59
90.014321	59
91.134866	59
91.3432655	59
91.5738145	59
92.3246865	59
93.910496	59
95.3109385	59
96.3289215	59
97.740783	59
99.249243	59
100.9978605	59
23.614224	60
25.4296315	60
27.29114	60
30.1565285	60
31.0877885	60
31.11274	60
31.7791885	60
32.6074345	60
33.5180105	60
34.478996	60
37.8441845	60
40.188689	60
40.5834915	60
40.761145	60
40.8942915	60
42.2162185	60
43.4557495	60
43.9193175	60
45.116335	60
47.0335785	60
48.57638	60
48.5950815	60
49.255324	60
50.718864	60
55.1419565	60
56.5810225	60
57.768048	60
60.5572015	60
63.0709885	60
64.941605	60
66.518451	60
66.7553	60
66.9158425	60
67.5421315	60
70.376454	60
71.7118565	60
72.3443695	60
72.697205	60
73.0510975	60
74.0147585	60
75.474424	60
77.355311	60
78.7480105	60
78.808361	60
79.48743	60
81.1729065	60
85.078935	60
87.0587685	60
88.4705645	60
90.014321	60
91.134866	60
91.3432655	60
91.5738145	60
92.3246865	60
93.910496	60
95.3109385	60
96.3289215	60
97.740783	60
99.249243	60
100.9978605	60
23.614224	61
25.4296315	61
27.29114	61
30.1565285	61
31.0877885	61
31.11274	61
31.7791885	61
32.6074345	61
33.5180105	61
34.478996	61
37.8441845	61
40.188689	61
40.5834915	61
40.761145	61
40.8942915	61
42.2162185	61
43.4557495	61
43.9193175	61
45.116335	61
47.0335785	61
48.57638	61
48.5950815	61
49.255324	61
50.718864	61
55.1419565	61
