colour	showSelectedlegendcolour	x	xend	y	yend
#00BFC4	yes	-0.243778376682442	5.11934591033127	2.52556998936456	2.52556998936456
#F8766D	no	-0.243778376682442	5.11934591033127	2.1680802663829	7.53120455339661
#00BFC4	yes	-0.243778376682442	5.11934591033127	1.44118806961602	12.1674366436435
#F8766D	no	-0.243778376682442	4.94728371090771	1.00634339805921	16.5795296608297
#F8766D	no	-0.243778376682442	3.78199163930562	0.476449596877432	16.5795296608297
#00BFC4	yes	-0.243778376682442	3.07666214917529	-0.0226729684589821	16.5795296608297
#F8766D	no	-0.243778376682442	2.58404508001016	-0.387411079325968	16.5795296608297
#00BFC4	yes	-0.238524794647551	2.2427653586739	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.190271947712826	1.98085693644344	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.15569064972423	1.77420169174801	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.128959337909674	1.60794376941534	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.111120766023358	1.46788205881756	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.0969521158529761	1.3504671402512	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.0854517400736824	1.25062757325325	-0.78950141242046	16.5795296608297
#F8766D	no	-0.0773200149237918	1.16332506173693	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.0691805086102166	1.08875489627313	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.0627124151455191	1.02285202693261	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.0574663016900998	0.964241408501084	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.0528204177333203	0.912125753002798	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.0490007137526072	0.865158816418452	-0.78950141242046	16.5795296608297
#F8766D	no	-0.0455719568396358	0.82287959682287	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.0424611989948804	0.784635518778935	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.0398469163989522	0.749654496021508	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.0375231259819117	0.717652138072442	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.0354005372843318	0.688309090767757	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.0335290209228773	0.661232222007128	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.031809521229819	0.636230135433647	-0.78950141242046	16.5795296608297
#F8766D	no	-0.0304267222244559	0.612870724932956	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.0290542171104598	0.591268321219902	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.0278617940406169	0.571070311933525	-0.78950141242046	16.5795296608297
#F8766D	no	-0.0267947632154975	0.552172939226173	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.0257552780347042	0.534536046908848	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.0248545177239311	0.517927703315135	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.0240303485747357	0.502303926372238	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.0232549834153329	0.487598871680259	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.0225661528717411	0.473691877792548	-0.78950141242046	16.5795296608297
#00BFC4	yes	-0.0219305947894572	0.460542490578602	-0.78950141242046	16.5795296608297
